Private:Deposits,Private:Loans,Private:GovBonds,Private:Currency,Private:NetWorth,Banks:Loans,Banks:Reserves,Banks:Deposits,Banks:BankEquity,Government:TGA,Government:GovBonds,Government:GovEquity,CentralBank:Reserves,CentralBank:Currency,CentralBank:TGA,CentralBank:GovBonds,CentralBank:CBEq
1150.114260747188,995.7726878007367,2329.2431542270083,0.0,2483.5847271734597,995.7726878007367,207.4631039492254,1150.114260747188,53.12153100277419,0.0,2329.2431542270083,-2329.2431542270083,207.4631039492254,0.0,0.0,0.0,-207.4631039492254
1157.7111738831486,1005.7304146787441,2414.3738032838714,0.0,2566.354562488276,1005.7304146787441,207.80887578914076,1157.7111738831486,55.82811658473611,0.0,2414.3738032838714,-2414.3738032838714,207.80887578914076,0.0,0.0,0.0,-207.80887578914076
1165.3808026259094,1015.7877188255316,2499.6800859712444,0.0,2649.273169771622,1015.7877188255316,208.15522391545602,1165.3808026259094,58.56214011507814,0.0,2499.6800859712444,-2499.6800859712444,208.15522391545602,0.0,0.0,0.0,-208.15522391545602
1173.1238714202682,1025.9455960137868,2585.162407821966,0.0,2732.3406832284472,1025.9455960137868,208.5021492886484,1173.1238714202682,61.323873882166936,0.0,2585.162407821966,-2585.162407821966,208.5021492886484,0.0,0.0,0.0,-208.5021492886484
1180.9411119532103,1036.2050519739246,2670.8211757230492,0.0,2815.557235702335,1036.2050519739246,208.84965287079615,1180.9411119532103,64.11359289151028,0.0,2670.8211757230492,-2670.8211757230492,208.84965287079615,0.0,0.0,0.0,-208.84965287079615
1188.833263226331,1046.567102493664,2756.656797923819,0.0,2898.922958656486,1046.567102493664,209.1977356255808,1188.833263226331,66.93157489291389,0.0,2756.656797923819,-2756.656797923819,209.1977356255808,0.0,0.0,0.0,-209.1977356255808
1196.8010716289773,1057.0327735186006,2842.6696840441246,0.0,2982.4379821545012,1057.0327735186006,209.54639851829015,1196.8010716289773,69.77810040791337,0.0,2842.6696840441246,-2842.6696840441246,209.54639851829015,0.0,0.0,0.0,-209.54639851829015
1204.8452910121252,1067.6031012537867,2928.86024508262,0.0,3066.1024348409583,1067.6031012537867,209.89564251582064,1204.8452910121252,72.653452757482,0.0,2928.86024508262,-2928.86024508262,209.89564251582064,0.0,0.0,0.0,-209.89564251582064
1212.9666827629937,1078.2791322663245,3015.228893425119,0.0,3149.9164439217884,1078.2791322663245,210.24546858668037,1212.9666827629937,75.55791809001107,0.0,3015.228893425119,-3015.228893425119,210.24546858668037,0.0,0.0,0.0,-210.24546858668037
1221.166015880405,1089.0619235889878,3101.7760428530196,0.0,3233.8801351444363,1089.0619235889878,210.59587770099145,1221.166015880405,78.49178540957428,0.0,3101.7760428530196,-3101.7760428530196,210.59587770099145,0.0,0.0,0.0,-210.59587770099145
1229.4440670508986,1099.9525428248778,3188.5021085518047,0.0,3317.993632777825,1099.9525428248778,210.94687083049308,1229.4440670508986,81.4553466044722,0.0,3188.5021085518047,-3188.5021085518047,210.94687083049308,0.0,0.0,0.0,-210.94687083049308
1237.8016207256069,1110.9520682531265,3275.407507119616,0.0,3402.257059592096,1110.9520682531265,211.29844894854386,1237.8016207256069,84.44889647606351,0.0,3275.407507119616,-3275.407507119616,211.29844894854386,0.0,0.0,0.0,-211.29844894854386
1246.2394691978989,1122.0615889356577,3362.4926565759033,0.0,3486.6705368381445,1122.0615889356577,211.6506130301248,1246.2394691978989,87.4727327678836,0.0,3362.4926565759033,-3362.4926565759033,211.6506130301248,0.0,0.0,0.0,-211.6506130301248
